index,Vac,Pso,Paco,Pdco,Vdco,C0,C1,C2,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high,CEC_Date,CEC_Type,CEC_hybrid
SunPower__SPR_4600__208V_,208,54.570091,4600.0,4797.806641,254.0,-5.999279e-06,2.8e-05,0.001381,0.000889,4.0,400.0,18.889003,100.0,400.0,,Utility Interactive,
SunPower__SPR_5000m__208V_,208,52.760139,5000.0,5224.380371,310.0,-4.981556e-06,3.6e-05,0.001322,0.000181,1.5,480.0,16.85284,100.0,480.0,,Utility Interactive,
SunPower__SPR_5000m__240V_,240,54.157177,5000.0,5216.147461,310.0,-4.735286e-06,3.9e-05,0.001293,0.000481,1.5,480.0,16.826282,100.0,480.0,,Utility Interactive,
SunPower__SPR_5000m__277V_,277,50.498051,5000.0,5213.475586,310.0,-4.17948e-06,3.7e-05,0.001857,0.001186,1.5,480.0,16.817663,100.0,480.0,,Utility Interactive,
SunPower__SPR_5000x__208V_,208,30.815701,4500.0,4774.52002,300.0,-6.923575e-06,2.242757e-06,0.000654,-0.000369,1.0,480.0,15.915067,100.0,480.0,,Utility Interactive,
SunPower__SPR_5000x__240V_,240,30.240782,5000.0,5280.163086,300.0,-6.070103e-06,8.451322e-06,0.000674,-6.6e-05,1.0,480.0,17.600544,100.0,480.0,,Utility Interactive,
SunPower__SPR_5200__240V_,240,65.471062,5200.0,5391.648926,280.0,-4.711852e-06,2.3e-05,0.000676,0.000332,4.0,400.0,19.255889,100.0,400.0,,Utility Interactive,
SunPower__SPR_6000m__208V_,208,51.089375,6000.0,6295.472168,310.0,-4.687725e-06,3.6e-05,0.00062,-0.000858,1.8,480.0,20.307975,100.0,480.0,,Utility Interactive,
SunPower__SPR_6000m__240V_,240,51.586319,6000.0,6282.080566,310.0,-4.499806e-06,3.4e-05,0.000942,-0.000431,1.8,480.0,20.264776,100.0,480.0,,Utility Interactive,
SunPower__SPR_6000m__277V_,277,51.50856,6000.0,6269.197754,310.0,-4.151178e-06,4.4e-05,0.00125,0.000572,1.8,480.0,20.223219,100.0,480.0,,Utility Interactive,
SunPower__SPR_6500f__208V_,208,34.489853,6500.0,6856.741699,366.0,-2.732029e-06,-3.7e-05,-0.000658,-0.004094,1.95,480.0,18.734267,100.0,480.0,,Utility Interactive,
SunPower__SPR_6500f__240V_,240,33.639923,6500.0,6807.165039,390.0,-1.641698e-06,-2.1e-05,-0.000305,-0.004512,1.95,480.0,17.454269,100.0,480.0,,Utility Interactive,
SunPower__SPR_6500f__277V_,277,24.18944,6500.0,6771.287598,330.0,-1.215471e-06,-1.7e-05,-0.001351,-0.006139,1.95,480.0,20.519053,100.0,480.0,,Utility Interactive,
SunPower__SPR_6501f__208V_,208,27.346584,6500.0,6842.166016,366.0,-2.644223e-06,-3e-05,-0.000387,-0.002709,0.6,480.0,18.694443,100.0,480.0,,Utility Interactive,
SunPower__SPR_6501f__240V_,240,23.374367,6500.0,6790.212891,390.0,-1.447142e-06,-2.1e-05,-0.000777,-0.004571,0.8,480.0,17.410802,100.0,480.0,,Utility Interactive,
SunPower__SPR_6501f__277V_,277,19.914797,6500.0,6760.016113,330.0,-1.010231e-06,-1.3e-05,-0.001383,-0.006325,1.1,480.0,20.484897,100.0,480.0,,Utility Interactive,
SunPower__SPR_7000m__208V_,208,47.251438,7000.0,7377.473633,310.0,-4.738567e-06,3.5e-05,0.001225,-0.000204,2.1,480.0,23.798302,100.0,480.0,,Utility Interactive,
SunPower__SPR_7000m__240V_,240,51.8409,7000.0,7345.148438,310.0,-4.408198e-06,3.2e-05,0.001114,-5.1e-05,2.1,480.0,23.694027,100.0,480.0,,Utility Interactive,
SunPower__SPR_7000m__277V_,277,50.526939,7000.0,7344.337891,310.0,-4.281562e-06,3.5e-05,0.001013,-0.000244,2.1,480.0,23.691413,100.0,480.0,,Utility Interactive,
SunPower__SPR_7501f__208V_,208,30.861002,7500.0,7921.478516,366.0,-3.243896e-06,-3.8e-05,-0.000121,-0.001865,0.6,480.0,21.643384,100.0,480.0,,Utility Interactive,
SunPower__SPR_7501f__240V_,240,26.425987,7500.0,7849.316895,390.0,-2.052803e-06,-2.7e-05,-0.00042,-0.002575,0.8,480.0,20.126454,100.0,480.0,,Utility Interactive,
SunPower__SPR_7501f__277V_,277,27.473492,7500.0,7820.833008,330.0,-1.610132e-06,-1.8e-05,-0.000738,-0.003553,1.1,480.0,23.699494,100.0,480.0,,Utility Interactive,
SunPower__SPR_8000f__208V_,208,43.567951,7600.0,8058.496094,366.0,-3.776956e-06,-4.9e-05,-0.000327,-0.002421,2.28,480.0,22.017749,100.0,480.0,,Utility Interactive,
SunPower__SPR_8000f__240V_,240,33.315125,8000.0,8402.188477,390.0,-2.191394e-06,-4e-05,-0.001071,-0.004057,2.4,480.0,21.544073,100.0,480.0,,Utility Interactive,
SunPower__SPR_8000f__277V_,277,26.434101,8000.0,8359.31543,330.0,-1.943962e-06,-2.8e-05,-0.001538,-0.003552,2.4,480.0,25.331259,100.0,480.0,,Utility Interactive,
SunPower__SPR_8000m__240V_,240,23.431412,7600.0,7913.504883,345.0,-1.45532e-06,2.077305e-06,-0.00055,-0.004112,2.28,480.0,22.937695,100.0,480.0,,Utility Interactive,
SunPower__SPR_8000m__277V_,277,31.612452,8000.0,8410.751953,345.0,-2.997948e-06,2.3e-05,0.000579,-3.3e-05,2.4,480.0,24.378991,100.0,480.0,,Utility Interactive,
SunPower__SPR_A380_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A380_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A380_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A385_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A385_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A385_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A390_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A390_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A390_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A390_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A390_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A390_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A395_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A395_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A395_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A395_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A395_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A395_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A400_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A400_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A400_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A400_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A400_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A400_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A405_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A405_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A405_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A405_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A405_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A405_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A410_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A410_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A410_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A410_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A410_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A410_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A415_BLK_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,1/4/2021,,N
SunPower__SPR_A415_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A415_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A415_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A415_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A415_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A420_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A420_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A420_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_A425_G_AC__240V_,240,1.80212,349.0,361.641,40.5,-5.76212e-05,4.52234e-06,0.00855034,-0.00969625,0.019,43.0,8.9294,38.0,43.0,4/1/2020,,N
SunPower__SPR_A425_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_A425_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_E19_320_BLK_E_AC__208V_,208,1.9028,315.0,324.498,60.0,-6.41181e-05,1.39544e-05,-0.0843353,-0.0739157,0.021,64.0,5.4083,53.0,64.0,4/1/2020,,N
SunPower__SPR_E19_320_BLK_E_AC__240V_,240,1.29677,315.0,322.974,60.0,-2.78363e-05,-2.58882e-05,0.00348524,-0.0377815,0.021,64.0,5.38291,53.0,64.0,4/1/2020,,N
SunPower__SPR_E19_320_C_AC__208V_,208,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
SunPower__SPR_E19_320_C_AC__240V_,240,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
SunPower__SPR_E19_320_D_AC__208V_,208,2.862352,320.0,333.699951,60.0,-6.6e-05,-8.791207e-06,0.021225,0.018693,0.096,64.0,5.561666,53.0,64.0,2/15/2019,Utility Interactive,
SunPower__SPR_E19_320_D_AC__240V_,240,3.005768,320.0,332.890656,60.0,-5.8e-05,-0.000321,0.002844,-0.016399,0.096,64.0,5.548178,53.0,64.0,2/15/2019,Utility Interactive,
SunPower__SPR_E19_320_E_AC__208V_,208,1.901595,320.0,329.812225,60.0,-6.5e-05,1.7e-05,-0.081314,-0.068081,0.096,64.0,5.49687,53.0,64.0,,Utility Interactive,
SunPower__SPR_E19_320_E_AC__240V_,240,1.303883,320.0,328.108673,60.0,-2.8e-05,-6.642756e-06,-0.001801,-0.042997,0.096,64.0,5.468478,53.0,64.0,,Utility Interactive,
SunPower__SPR_E20_245_A_AC__240V_,240,3.039304,225.0,236.318848,43.0,-6.1e-05,-0.00051,0.003568,-0.035432,0.03,50.0,5.495787,30.0,50.0,,Utility Interactive,
SunPower__SPR_E20_245_B_AC__208V_,208,1.500083,240.0,252.484085,42.5,-6.3e-05,-0.000445,0.023297,-0.034984,0.072,46.0,5.940802,33.5,46.0,,Utility Interactive,
SunPower__SPR_E20_245_B_AC__240V_,240,1.500083,240.0,252.484085,42.5,-6.3e-05,-0.000445,0.023297,-0.034984,0.072,46.0,5.940802,33.5,46.0,,Utility Interactive,
SunPower__SPR_E20_325_BLK_E_AC__208V_,208,1.9028,315.0,324.498,60.0,-6.41181e-05,1.39544e-05,-0.0843353,-0.0739157,0.021,64.0,5.4083,53.0,64.0,4/1/2020,,N
SunPower__SPR_E20_325_BLK_E_AC__240V_,240,1.29677,315.0,322.974,60.0,-2.78363e-05,-2.58882e-05,0.00348524,-0.0377815,0.021,64.0,5.38291,53.0,64.0,4/1/2020,,N
SunPower__SPR_E20_327_C_AC__208V_,208,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
SunPower__SPR_E20_327_C_AC__240V_,240,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
SunPower__SPR_E20_327_D_AC__208V_,208,2.862352,320.0,333.699951,60.0,-6.6e-05,-8.791207e-06,0.021225,0.018693,0.096,64.0,5.561666,53.0,64.0,2/15/2019,Utility Interactive,
SunPower__SPR_E20_327_D_AC__240V_,240,3.005768,320.0,332.890656,60.0,-5.8e-05,-0.000321,0.002844,-0.016399,0.096,64.0,5.548178,53.0,64.0,2/15/2019,Utility Interactive,
SunPower__SPR_E20_327_E_AC__208V_,208,1.901595,320.0,329.812225,60.0,-6.5e-05,1.7e-05,-0.081314,-0.068081,0.096,64.0,5.49687,53.0,64.0,,Utility Interactive,
SunPower__SPR_E20_327_E_AC__240V_,240,1.303883,320.0,328.108673,60.0,-2.8e-05,-6.642756e-06,-0.001801,-0.042997,0.096,64.0,5.468478,53.0,64.0,,Utility Interactive,
SunPower__SPR_E20_335_E_AC__208V_,208,1.9028,315.0,324.498,60.0,-6.41181e-05,1.39544e-05,-0.0843353,-0.0739157,0.021,64.0,5.4083,53.0,64.0,4/1/2020,,N
SunPower__SPR_E20_335_E_AC__240V_,240,1.29677,315.0,322.974,60.0,-2.78363e-05,-2.58882e-05,0.00348524,-0.0377815,0.021,64.0,5.38291,53.0,64.0,4/1/2020,,N
SunPower__SPR_M400_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M400_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M400_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M400_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M405_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M405_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M405_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M405_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M410_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M410_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M410_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M410_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M415_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M415_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M415_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M415_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M420_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M420_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M420_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M420_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M425_BLK_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M425_BLK_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M425_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M425_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M430_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M430_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M435_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M435_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_M440_H_AC__208V_,208,1.7633,367.0,380.332,40.5,-6.84318e-05,-0.000237151,-0.0106935,-0.0261868,0.05,43.0,9.39091,38.0,43.0,,,N
SunPower__SPR_M440_H_AC__240V_,240,1.69476,384.0,396.132,40.5,-4.9069e-05,-0.000787873,-0.0110578,-0.0643947,0.06,43.0,9.78105,38.0,43.0,,,N
SunPower__SPR_X19_240_BLK_B_AC__208V_,208,1.500083,240.0,252.484085,42.5,-6.3e-05,-0.000445,0.023297,-0.034984,0.072,46.0,5.940802,33.5,46.0,,Utility Interactive,
SunPower__SPR_X19_240_BLK_B_AC__240V_,240,1.500083,240.0,252.484085,42.5,-6.3e-05,-0.000445,0.023297,-0.034984,0.072,46.0,5.940802,33.5,46.0,,Utility Interactive,
SunPower__SPR_X20_250_BLK_A_AC__240V_,240,3.039304,225.0,236.318848,43.0,-6.1e-05,-0.00051,0.003568,-0.035432,0.03,50.0,5.495787,30.0,50.0,,Utility Interactive,
SunPower__SPR_X20_250_BLK_B_AC__208V_,208,1.500083,240.0,252.484085,42.5,-6.3e-05,-0.000445,0.023297,-0.034984,0.072,46.0,5.940802,33.5,46.0,,Utility Interactive,
SunPower__SPR_X20_250_BLK_B_AC__240V_,240,1.500083,240.0,252.484085,42.5,-6.3e-05,-0.000445,0.023297,-0.034984,0.072,46.0,5.940802,33.5,46.0,3/15/2018,Utility Interactive,
SunPower__SPR_X20_327_BLK_C_AC__208V_,208,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
SunPower__SPR_X20_327_BLK_C_AC__240V_,240,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
SunPower__SPR_X20_327_BLK_D_AC__208V_,208,2.862352,320.0,333.699951,60.0,-6.6e-05,-8.791207e-06,0.021225,0.018693,0.096,64.0,5.561666,53.0,64.0,2/15/2019,Utility Interactive,
SunPower__SPR_X20_327_BLK_D_AC__240V_,240,3.005768,320.0,332.890656,60.0,-5.8e-05,-0.000321,0.002844,-0.016399,0.096,64.0,5.548178,53.0,64.0,2/15/2019,Utility Interactive,
SunPower__SPR_X20_327_BLK_E_AC__208V_,208,1.901595,320.0,329.812225,60.0,-6.5e-05,1.7e-05,-0.081314,-0.068081,0.096,64.0,5.49687,53.0,64.0,,Utility Interactive,
SunPower__SPR_X20_327_BLK_E_AC__240V_,240,1.303883,320.0,328.108673,60.0,-2.8e-05,-6.642756e-06,-0.001801,-0.042997,0.096,64.0,5.468478,53.0,64.0,,Utility Interactive,
SunPower__SPR_X20_327_C_AC__208V_,208,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
SunPower__SPR_X20_327_C_AC__240V_,240,1.912472,320.0,333.210754,60.0,-6.6e-05,-0.000363,0.018083,-0.018388,0.096,64.0,5.553513,53.0,64.0,,Utility Interactive,
